step,amount,Amount Category,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
490,119679.2,1,260833.0,141153.8,4345121.98,4464801.19,0,True,False,False,False
43,21987.0,1,57609.835,0.0,0.0,0.0,1,False,False,False,True
17,1698.33,0,834.0,0.0,102072.05,103770.38,0,False,True,False,False
139,410006.71,1,57609.835,0.0,4122150.41,4532157.12,0,True,False,False,False
221,167060.63,1,167060.63,0.0,890774.84,1057835.47,1,True,False,False,False
351,175043.91,1,13389.0,0.0,701710.1,876754.01,0,True,False,False,False
254,1566419.17,1,72584.0,0.0,0.0,1566419.17,0,False,False,False,True
302,83006.77,1,0.0,0.0,416513.23,499520.0,0,True,False,False,False
454,278577.6,1,57609.835,0.0,0.0,0.0,1,False,False,False,True
524,253741.61,1,3275594.24,3529335.85,1245591.18,991849.58,0,False,False,False,False
15,9269.24,1,900076.61,890807.37,0.0,0.0,0,False,False,True,False
408,135845.3,1,24481.0,22206.49,77422.15,79696.66,0,False,True,False,False
544,154060.45,1,-18038420.04,2745934.95,11800030.05,11645969.6,0,False,False,False,False
228,135845.3,1,0.0,0.0,0.0,0.0,0,False,False,True,False
571,135845.3,1,0.0,0.0,919532.33,1332984.3,0,False,False,False,True
377,46067.75,1,0.0,0.0,20202943.3,20249011.04,0,True,False,False,False
503,251683.05,1,251683.05,0.0,0.0,251683.05,1,True,False,False,False
258,104943.63,1,3268164.76,3373108.39,207995.99,103052.36,0,False,False,False,False
132,84296.28,1,425099.0,509395.28,0.0,0.0,0,False,False,False,False
162,131618.72,1,0.0,0.0,545394.58,677013.3,0,False,False,False,True
19,339845.19,1,0.0,0.0,690356.47,1030201.67,0,True,False,False,False
363,1715635.41,1,1715635.41,0.0,0.0,0.0,1,False,False,False,True
41,340516.36,1,40854.0,0.0,2114284.72,2454801.08,0,True,False,False,False
349,80800.21,1,80800.21,0.0,0.0,0.0,1,False,False,False,True
98,135845.3,1,1273674.05,0.0,0.0,0.0,1,False,False,False,True
79,353045.35,1,353045.35,0.0,0.0,1335024.09,1,True,False,False,False
275,32521.55,1,0.0,0.0,763186.42,795707.97,0,True,False,False,False
18,135845.3,1,0.0,0.0,3167586.37,156735.255,0,True,False,False,False
225,3903.41,1,0.0,0.0,0.0,0.0,0,False,False,True,False
520,53325.6,1,53325.6,0.0,0.0,0.0,1,False,False,False,True
308,20438.54,1,0.0,0.0,0.0,0.0,0,False,False,True,False
280,14345.55,1,35817.0,-15620565.64,648598.8,662944.35,0,True,False,False,False
283,30709.76,1,0.0,0.0,2052513.18,2083222.94,0,True,False,False,False
612,135845.3,1,16964.0,0.0,0.0,0.0,0,False,False,True,False
330,9198459.96,2,9198459.96,0.0,258747.84,15173859.31,1,True,False,False,False
266,3486005.08,2,3486005.08,0.0,50634.59,3536639.67,1,True,False,False,False
347,2586645.74,1,0.0,0.0,12519028.19,156735.255,0,False,False,False,True
621,348751.45,1,348751.45,0.0,0.0,0.0,1,False,False,False,True
255,5312.02,1,216795.84,211483.82,0.0,0.0,0,False,False,True,False
291,87660.69,1,87660.69,0.0,0.0,0.0,1,False,False,False,True
378,230244.79,1,0.0,0.0,1018874.69,156735.255,0,True,False,False,False
234,317367.68,1,31435.0,0.0,214020.38,531388.06,0,False,False,False,True
250,4692.76,1,0.0,0.0,0.0,0.0,0,False,False,True,False
283,10097.69,1,0.0,0.0,0.0,0.0,0,False,False,True,False
386,978362.97,1,57609.835,0.0,123481.51,1101844.48,1,True,False,False,False
581,155002.83,1,155002.83,0.0,0.0,155002.83,1,True,False,False,False
542,5166393.44,2,5166393.44,0.0,-17824680.14,156735.255,1,False,False,False,True
180,232673.02,1,37666.0,0.0,10469.01,243142.04,0,True,False,False,False
8,64134.22,1,3539693.47,3603827.69,211845.82,6503.73,0,False,False,False,False
486,135845.3,1,143500.62,0.0,0.0,0.0,1,False,False,False,True
299,61252.12,1,20817.0,0.0,11125601.2,11186853.32,0,True,False,False,False
333,11469.48,1,6965.77,0.0,0.0,0.0,0,False,False,True,False
227,107204.53,1,452613.0,345408.47,0.0,156735.255,0,True,False,False,False
108,7060216.94,2,7060216.94,0.0,194244.35,7254461.29,1,True,False,False,False
275,258253.54,1,0.0,0.0,718858.76,977112.3,0,True,False,False,False
228,42396.81,1,41334.0,0.0,0.0,22764126.57717535,0,False,False,True,False
199,80885.48,1,80885.48,0.0,0.0,0.0,1,False,False,False,True
158,2118548.31,1,57609.835,0.0,29899109.07,32017657.38,1,True,False,False,False
298,26753.67,1,0.0,0.0,0.0,0.0,0,False,False,True,False
34,279025.87,1,90301.0,369326.87,3673318.93,3394293.06,0,False,False,False,False
134,1525742.02,1,1525742.02,0.0,0.0,0.0,1,False,False,False,True
15,1165.76,0,102703.58,101537.82,0.0,0.0,0,False,False,True,False
497,1177100.83,1,1177100.83,0.0,0.0,1177100.83,1,True,False,False,False
670,1097309.24,1,1097309.24,0.0,0.0,0.0,1,False,False,False,True
157,300090.98,1,89950.0,390040.98,1235123.34,935032.36,0,False,False,False,False
361,35042.35,1,107124.0,72081.65,0.0,0.0,0,False,False,True,False
728,287040.14,1,287040.14,0.0,0.0,0.0,1,False,False,False,True
326,23687.83,1,165573.79,141885.96,0.0,0.0,0,False,False,True,False
666,113336.41,1,113336.41,0.0,0.0,0.0,1,False,False,False,True
307,20894.06,1,19583.0,0.0,0.0,0.0,0,False,False,True,False
283,9277.36,1,0.0,0.0,0.0,0.0,0,False,False,True,False
143,171337.99,1,171337.99,0.0,0.0,0.0,1,False,False,False,True
164,43960.13,1,49969.0,6008.87,2856756.32,2900716.45,0,True,False,False,False
283,338872.72,1,0.0,0.0,1555179.18,1894051.9,0,True,False,False,False
298,6852.92,1,0.0,0.0,0.0,0.0,0,False,False,True,False
330,256771.81,1,3878731.71,4135503.52,400122.06,143350.25,0,False,False,False,False
274,129356.28,1,3648834.72,3778190.99,0.0,5979117.11,0,False,False,False,False
209,13080.72,1,989.0,16878483.96034769,0.0,0.0,0,False,False,True,False
355,6915.7,1,57609.835,266040.3,0.0,0.0,0,False,False,True,False
375,126667.55,1,154298.0,27630.45,410462.67,537130.22,0,False,False,False,True
231,478691.95,1,14448.0,0.0,0.0,478691.95,0,True,False,False,False
153,61345.27,1,502250.0,563595.27,7547138.89,7485793.62,0,False,False,False,False
181,116657.58,1,3091462.55,3208120.12,172962.55,56304.97,0,False,False,False,False
212,3640983.71,2,3640983.71,0.0,409527.87,4050511.58,1,True,False,False,False
298,266089.91,1,35214.0,0.0,438732.0,704821.91,0,True,False,False,False
395,51967.67,1,0.0,0.0,0.0,0.0,0,False,False,True,False
157,234673.87,1,2065308.77,2299982.64,9014616.37,8779942.5,0,False,False,False,False
395,6823.15,1,2827.0,0.0,0.0,0.0,0,False,False,True,False
179,11454.79,1,342350.67,330895.88,0.0,0.0,0,False,False,True,False
180,379772.65,1,20038.0,0.0,0.0,379772.65,0,True,False,False,False
308,27299.51,1,368475.57,341176.05,0.0,0.0,0,False,False,True,False
189,2339743.18,1,2339743.18,0.0,0.0,156735.255,1,True,False,False,False
163,15003.36,1,196993.94,181990.58,0.0,0.0,0,False,False,True,False
227,195466.97,1,0.0,0.0,2363022.94,2558489.91,0,True,False,False,False
400,54297.19,1,747501.53,801798.72,830058.3,775761.11,0,False,False,False,False
10,1055.42,0,0.0,0.0,0.0,0.0,0,False,False,True,False
303,11393523.94,2,258326.36,0.0,24666424.96,36059948.9,0,False,False,False,True
476,186334.08,1,15803.0,0.0,0.0,186334.08,0,True,False,False,False
138,135845.3,1,0.0,0.0,2034442.48,2656268.16,0,False,False,False,True
207,209588.53,1,49296.0,0.0,51301.03,260889.56,0,True,False,False,False
110,904124.58,1,904124.58,0.0,700603.93,1604728.51,1,True,False,False,False
4,2930418.44,1,2930418.44,0.0,0.0,0.0,1,False,False,False,True
161,417043.77,1,0.0,0.0,516339.59,933383.36,0,True,False,False,False
183,5566.14,1,5566.14,0.0,0.0,5566.14,1,True,False,False,False
210,51310.5,1,139.0,51449.5,0.0,937990.82,0,False,False,False,False
212,3640983.71,2,3640983.71,0.0,0.0,0.0,1,False,False,False,True
552,12322.88,1,11580.0,0.0,0.0,0.0,0,False,False,True,False
228,1323909.85,1,1323909.85,0.0,0.0,0.0,1,False,False,False,True
211,829750.64,1,0.0,0.0,935743.93,1765494.56,0,False,False,False,True
297,138720.56,1,0.0,0.0,651913.61,1213304.74,0,True,False,False,False
93,5112.29,1,65033.0,59920.71,0.0,0.0,0,False,False,True,False
374,125764.81,1,0.0,0.0,3755270.72,3881035.52,0,False,False,False,True
275,7889.52,1,0.0,0.0,0.0,0.0,0,False,False,True,False
42,11664.83,1,57609.835,92401.29,0.0,0.0,0,False,False,True,False
250,26317.29,1,0.0,0.0,0.0,0.0,0,False,False,True,False
403,137332.87,1,20209.0,0.0,0.0,137332.87,0,True,False,False,False
403,279488.24,1,142303.0,421791.24,0.0,0.0,0,False,False,False,False
356,19260.49,1,7557775.28,7577035.77,29882.53,10622.04,0,False,False,False,False
155,137891.67,1,89166.0,227057.67,0.0,0.0,0,False,False,False,False
350,297021.95,1,0.0,0.0,1935670.83,2232692.78,0,True,False,False,False
347,238704.23,1,10808516.61,11047220.84,465221.25,226517.01,0,False,False,False,False
345,183463.3,1,57609.835,0.0,0.0,-20309074.74,0,True,False,False,False
9,29685.18,1,50101.2,20416.03,0.0,0.0,0,False,False,True,False
153,133574.52,1,57609.835,0.0,6931.04,140505.56,0,True,False,False,False
284,7889.47,1,34438.0,26548.53,0.0,0.0,0,False,False,True,False
235,236771.22,1,0.0,0.0,966373.81,1203145.03,0,True,False,False,False
232,570135.07,1,570135.07,0.0,3047426.94,3617562.01,1,True,False,False,False
10,154042.39,1,20259.0,0.0,12027.0,0.0,0,True,False,False,False
177,338082.75,1,0.0,0.0,1306150.98,1644233.73,0,True,False,False,False
692,2631.2,0,0.0,0.0,0.0,0.0,0,False,False,True,False
20,10282.97,1,0.0,0.0,0.0,0.0,0,False,False,True,False
399,170063.55,1,0.0,0.0,464084.5,634148.05,0,True,False,False,False
402,128653.91,1,63131.0,191784.91,0.0,0.0,0,False,False,False,False
385,868004.62,1,868004.62,0.0,0.0,868004.62,1,True,False,False,False
16,36144.46,1,22091394.55,22127539.0,66287.97,156735.255,0,False,False,False,False
225,36460.09,1,52726.0,16265.91,0.0,0.0,0,False,False,True,False
348,1519057.77,1,25980.31,0.0,7547759.7,9066817.47,0,False,False,False,True
35,32033.31,1,4525.0,36558.31,27799.0,0.0,0,False,False,False,False
34,567986.17,1,27926.0,0.0,555929.44,1123915.61,0,False,False,False,True
427,474195.1,1,474195.1,0.0,0.0,156735.255,1,True,False,False,False
310,135845.3,1,57609.835,47782.07,0.0,0.0,0,False,False,True,False
426,99804.21,1,99804.21,0.0,77105.84,176910.05,1,True,False,False,False
160,94142.63,1,21027.0,0.0,23578.55,117721.18,0,True,False,False,False
439,100840.93,1,100840.93,0.0,47681.33,148522.26,1,True,False,False,False
328,217867.07,1,0.0,0.0,228850.15,446717.22,0,False,False,False,True
256,6689.17,1,0.0,0.0,0.0,0.0,0,False,False,True,False
661,44715.76,1,5047.0,49762.76,178028.22,133312.46,0,False,False,False,False
24,2748.39,0,0.0,0.0,0.0,0.0,0,False,False,True,False
384,357.51,0,42234.0,41876.49,0.0,0.0,0,False,False,True,False
189,3777.01,1,262439.0,258661.99,0.0,0.0,0,False,False,True,False
235,113108.55,1,1904.0,0.0,0.0,113108.55,0,True,False,False,False
386,978362.97,1,978362.97,0.0,0.0,156735.255,1,False,False,False,True
740,1312694.5,1,1312694.5,0.0,0.0,0.0,1,False,False,False,True
681,807466.16,1,807466.16,0.0,103628.07,911094.22,1,True,False,False,False
209,135845.3,1,0.0,0.0,0.0,0.0,0,False,False,True,False
207,38427.47,1,38427.47,0.0,27167.41,65594.88,1,True,False,False,False
359,9407.49,1,2086.0,0.0,0.0,0.0,0,False,False,True,False
325,5165.58,1,53659.8,48494.22,0.0,0.0,0,False,False,True,False
402,1301410.68,1,1301410.68,0.0,0.0,0.0,1,False,False,False,True
697,378623.9,1,378623.9,0.0,0.0,378623.9,1,True,False,False,False
646,10000000.0,2,10000000.0,0.0,0.0,10000000.0,1,True,False,False,False
565,1167816.02,1,1167816.02,0.0,71833.68,1239649.71,1,True,False,False,False
403,218298.53,1,10474.0,0.0,0.0,218298.53,0,True,False,False,False
154,64689.45,1,8182610.29,8247299.74,323346.78,258657.34,0,False,False,False,False
366,769619.59,1,769619.59,0.0,0.0,0.0,1,False,False,False,True
279,52853.27,1,252837.0,305690.27,118022.75,65169.48,0,False,False,False,False
153,443926.52,1,4889608.4,5333534.92,678484.66,234558.14,0,False,False,False,False
252,12616.41,1,0.0,0.0,0.0,0.0,0,False,False,True,False
135,7956.78,1,0.0,0.0,0.0,0.0,0,False,False,True,False
249,271229.8,1,271229.8,0.0,566471.82,837701.62,1,True,False,False,False
349,833957.76,1,15187.0,0.0,517469.32,1351427.07,0,False,False,False,True
241,325470.07,1,325470.07,0.0,0.0,0.0,1,False,False,False,True
592,300794.04,1,12.0,0.0,1483220.58,1784014.63,0,True,False,False,False
608,136331.05,1,136331.05,0.0,0.0,0.0,1,False,False,False,True
707,56195.46,1,309545.0,253349.54,692220.68,748416.14,0,True,False,False,False
12,11592.02,1,0.0,0.0,0.0,0.0,0,False,False,True,False
134,161109.77,1,-18038420.04,137419.23,1089051.5,1250161.27,0,True,False,False,False
383,32015.93,1,0.0,0.0,564436.9,596452.83,0,False,False,False,True
206,998110.47,1,998110.47,0.0,0.0,685216.5,1,False,False,False,True
159,56888.23,1,0.0,0.0,1400340.11,1457228.34,0,True,False,False,False
402,127156.49,1,127156.49,0.0,0.0,127156.49,1,True,False,False,False
46,1759.27,0,15640.0,13880.73,0.0,0.0,0,False,False,True,False
382,135845.3,1,287804.34,207876.22,596646.46,676574.58,0,True,False,False,False
694,108986.62,1,847968.16,956954.78,6116107.46,6007120.85,0,False,False,False,False
325,15602.87,1,248.0,0.0,0.0,0.0,0,False,False,True,False
132,712348.29,1,59712.0,0.0,0.0,712348.29,0,True,False,False,False
64,104957.85,1,104957.85,0.0,0.0,0.0,1,False,False,False,True
42,4203.24,1,57609.835,34196.94,0.0,0.0,0,False,False,True,False
540,189582.59,1,183449.77,0.0,606845.1,796427.69,0,True,False,False,False
257,18174.51,1,32727.0,14552.49,0.0,0.0,0,False,False,True,False
460,2059980.16,1,2059980.16,0.0,0.0,0.0,1,False,False,False,True
185,44936.92,1,26070.0,0.0,0.0,0.0,0,False,False,True,False
131,10000000.0,2,17476725.66,7476725.66,0.0,0.0,1,False,False,False,True
159,534463.15,1,353.0,0.0,21554.56,556017.71,0,True,False,False,False
35,156352.63,1,0.0,0.0,218677.57,375030.2,0,True,False,False,False
600,7363709.23,2,7363709.23,0.0,0.0,0.0,1,False,False,False,True
65,215.83,0,215.83,0.0,0.0,0.0,1,False,False,False,True
137,3907.58,1,4598.0,690.42,0.0,0.0,0,False,False,True,False
211,172420.92,1,0.0,0.0,5026754.01,156735.255,0,False,False,False,True
130,270410.12,1,313712.0,0.0,0.0,758468.66,0,True,False,False,False
154,215246.19,1,57609.835,4234750.78,1606888.76,1391642.58,0,False,False,False,False
393,101017.48,1,0.0,0.0,4902510.52,5003527.99,0,True,False,False,False
140,53782.87,1,53782.87,0.0,0.0,0.0,1,False,False,False,True
401,154768.91,1,18921.0,173689.91,488738.36,333969.45,0,False,False,False,False
106,1409248.64,1,1409248.64,0.0,914125.46,2323374.1,1,True,False,False,False
310,105739.6,1,57609.835,7173775.21,1346879.04,1241139.44,0,False,False,False,False
373,29055.99,1,0.0,0.0,8546782.02,8575838.01,0,True,False,False,False
212,30971.94,1,1157180.5,1188152.44,33650.21,2678.28,0,False,False,False,False
68,374178.28,1,374178.28,0.0,0.0,0.0,1,False,False,False,True
210,1651948.79,1,1651948.79,0.0,1014365.76,2666314.55,1,True,False,False,False
411,281023.82,1,281023.82,0.0,0.0,281023.82,1,True,False,False,False
134,45983.94,1,0.0,0.0,0.0,410273.79,0,True,False,False,False
610,225377.41,1,132581.0,0.0,2319879.41,2545256.82,0,True,False,False,False
525,5134.19,1,29897.0,24762.81,0.0,0.0,0,False,False,True,False
296,716273.17,1,716273.17,0.0,0.0,716273.17,1,True,False,False,False
523,25819.42,1,25819.42,0.0,0.0,25819.42,1,True,False,False,False
42,6656.76,1,37866.59,31209.82,0.0,0.0,0,False,False,True,False
211,106810.66,1,10135.0,0.0,3103294.1,3210104.75,0,True,False,False,False
675,1091589.88,1,1091589.88,0.0,0.0,0.0,1,False,False,False,True
232,392844.04,1,0.0,0.0,1970799.91,2363643.95,0,True,False,False,False
353,13370.27,1,11543.0,0.0,0.0,0.0,0,False,False,True,False
230,1055909.09,1,2355.0,0.0,0.0,1055909.09,0,False,False,False,True
251,28188.61,1,57609.835,0.0,0.0,0.0,0,False,False,True,False
472,653983.93,1,653983.93,0.0,659112.38,1313096.31,1,True,False,False,False
351,6090.26,1,15982.0,9891.74,0.0,0.0,0,False,False,True,False
262,99236.85,1,0.0,0.0,107016.05,206252.9,0,True,False,False,False
503,11896.03,1,64598.0,52701.97,0.0,0.0,0,False,False,True,False
179,445705.76,1,445705.76,0.0,0.0,0.0,1,False,False,False,True
726,54584.29,1,54584.29,0.0,0.0,156735.255,1,False,False,False,True
13,247541.95,1,5487.0,0.0,1134095.13,886553.17,0,False,False,False,False
36,113338.99,1,113338.99,0.0,0.0,0.0,1,False,False,False,True
230,126523.76,1,79762.0,0.0,0.0,126523.76,0,True,False,False,False
348,7445820.78,2,7445820.78,0.0,0.0,0.0,1,False,False,False,True
414,135845.3,1,724264.21,0.0,0.0,724264.21,1,True,False,False,False
204,1127996.89,1,0.0,0.0,5089359.89,6217356.77,0,False,False,False,True
315,5863.97,1,5863.97,0.0,0.0,0.0,1,False,False,False,True
33,176267.27,1,22735.0,199002.27,0.0,0.0,0,False,False,False,False
394,168077.61,1,11994501.25,12162578.86,516878.54,348800.93,0,False,False,False,False
228,301866.56,1,20255176.65949037,0.0,763136.89,1065003.45,0,True,False,False,False
106,219489.62,1,219489.62,0.0,0.0,219489.62,1,True,False,False,False
206,41669.03,1,57609.835,0.0,0.0,156735.255,0,False,False,True,False
308,6442.09,1,18396.0,11953.91,0.0,156735.255,0,False,False,True,False
252,305640.77,1,653.0,0.0,1461565.22,1767205.99,0,True,False,False,False
178,12877.18,1,61788.0,48910.82,0.0,0.0,0,False,False,True,False
18,428169.1,1,0.0,0.0,2963378.52,156735.255,0,True,False,False,False
490,13121.76,1,0.0,0.0,0.0,0.0,0,False,False,True,False
236,95307.82,1,13511.0,0.0,1549340.07,1644647.89,0,True,False,False,False
300,15795.19,1,0.0,0.0,0.0,0.0,0,False,False,True,False
180,52788.34,1,0.0,0.0,2312692.8,2365481.15,0,True,False,False,False
140,170896.71,1,0.0,0.0,5879559.34,6050456.06,0,True,False,False,False
231,12720.92,1,258927.0,246206.08,1733502.54,2153148.78,0,False,False,False,True
178,3354200.39,2,3354200.39,0.0,0.0,3491865.72,1,True,False,False,False
204,196313.23,1,64162.0,0.0,55032.44,490742.9,0,True,False,False,False
413,115085.31,1,115085.31,0.0,999400.25,1114485.56,1,True,False,False,False
629,7922.98,1,7922.98,0.0,0.0,0.0,1,False,False,False,True
183,27581.16,1,51.0,0.0,496710.69,524291.85,0,True,False,False,False
207,118734.18,1,0.0,0.0,123248.9,241983.07,0,True,False,False,False
644,549778.64,1,0.0,0.0,1017420.17,1567198.81,0,False,False,False,True
312,6580427.81,2,6580427.81,0.0,0.0,6580427.81,1,True,False,False,False
641,2205.55,0,2205.55,0.0,0.0,0.0,1,False,False,False,True
393,43664.01,1,10715.0,0.0,0.0,0.0,0,False,False,True,False
242,428174.7,1,428174.7,0.0,0.0,0.0,1,False,False,False,True
188,126521.51,1,0.0,0.0,299262.57,425784.08,0,True,False,False,False
739,135845.3,1,194521.28,0.0,0.0,0.0,1,False,False,False,True
181,32693.31,1,19293.37,0.0,0.0,0.0,0,False,False,True,False
397,31334.74,1,52226.0,20891.26,232782.4,67010.6,0,True,False,False,False
569,103053.5,1,103053.5,0.0,99565.57,202619.07,1,True,False,False,False
278,16174.04,1,0.0,0.0,604905.17,621079.2,0,True,False,False,False
33,124880.75,1,-18038420.04,130926.75,3099204.54,2974323.79,0,False,False,False,False
431,966389.93,1,966389.93,0.0,0.0,966389.93,1,True,False,False,False
337,135845.3,1,623152.72,0.0,847223.26,156735.255,1,True,False,False,False
155,302629.48,1,0.0,0.0,498666.47,801295.94,0,True,False,False,False
235,135845.3,1,0.0,0.0,6035589.57,6370030.89,0,True,False,False,False
249,6990.49,1,0.0,0.0,0.0,0.0,0,False,False,True,False
741,10000000.0,2,15674547.89,5674547.89,0.0,0.0,1,False,False,False,True
278,258851.58,1,576462.54,835314.13,9675647.07,9416795.48,0,False,False,False,False
349,977805.62,1,977805.62,0.0,0.0,0.0,1,False,False,False,True
308,601082.78,1,27379.0,0.0,161030.47,156735.255,0,False,False,False,True
372,299172.82,1,299172.82,0.0,45633.0,269864.44,1,True,False,False,False
365,93581.19,1,93581.19,0.0,0.0,0.0,1,False,False,False,True
10,15500.93,1,7327.0,0.0,0.0,0.0,0,False,False,True,False
142,196214.78,1,5691.0,0.0,128950.95,325165.74,0,True,False,False,False
726,2216437.25,1,2216437.25,0.0,0.0,0.0,1,False,False,False,True
204,9180.08,1,0.0,0.0,2141375.62,2150555.69,0,True,False,False,False
685,6295010.28,2,6295010.28,0.0,0.0,0.0,1,False,False,False,True
633,405400.26,1,405400.26,0.0,0.0,0.0,1,False,False,False,True
188,5735.39,1,91189.3,85453.91,0.0,0.0,0,False,False,True,False
41,73628.52,1,0.0,0.0,574395.79,648024.31,0,True,False,False,False
166,7542.64,1,0.0,0.0,0.0,0.0,0,False,False,True,False
334,20667.23,1,0.0,0.0,0.0,156735.255,0,False,False,True,False
263,273408.94,1,273408.94,0.0,0.0,273408.94,1,True,False,False,False
351,6417789.09,2,6417789.09,0.0,2280633.24,8698422.34,1,True,False,False,False
133,236701.58,1,225071.66,461773.24,803178.95,566477.37,0,False,False,False,False
402,81693.48,1,2297827.7,2379521.18,251655.15,169961.67,0,False,False,False,False
137,1468923.26,1,0.0,0.0,3264813.02,4733736.29,0,False,False,False,True
464,880975.83,1,880975.83,0.0,1271.78,882247.61,1,True,False,False,False
45,2217.12,0,99246.0,97028.88,0.0,0.0,0,False,False,True,False
236,42072.76,1,0.0,0.0,0.0,0.0,0,False,False,True,False
399,51279.67,1,57501.0,6221.33,0.0,0.0,0,False,False,True,False
259,279770.65,1,10450.0,0.0,2017567.25,2297337.9,0,True,False,False,False
180,3060.58,0,0.0,0.0,0.0,436563.16,0,True,False,False,False
302,398454.49,1,6070.0,404524.49,0.0,0.0,0,False,False,False,False
161,249632.95,1,129788.0,0.0,525483.79,775116.75,0,False,False,False,True
237,14348.04,1,0.0,0.0,0.0,0.0,0,False,False,True,False
226,2250209.94,1,0.0,0.0,2460459.03,4710668.97,0,False,False,False,True
574,56125.55,1,56125.55,0.0,0.0,0.0,1,False,False,False,True
374,3325.72,1,137541.58,134215.86,0.0,0.0,0,False,False,True,False
14,236237.4,1,50857.0,0.0,1686.96,237924.36,0,True,False,False,False
156,249218.84,1,31295.0,0.0,0.0,249218.84,0,True,False,False,False
317,322991.82,1,322991.82,0.0,57138.9,380130.72,1,True,False,False,False
211,13652.94,1,172.0,0.0,0.0,0.0,0,False,False,True,False
136,9644.76,1,1753495.78,1763140.54,560752.98,719200.01,0,False,False,False,False
136,102387.4,1,5076.0,107463.4,124683.8,24927.7,0,False,False,False,False
162,6711.32,1,51797.0,45085.68,0.0,0.0,0,False,False,True,False
380,171590.94,1,0.0,0.0,931541.54,1103132.48,0,True,False,False,False
356,357226.8,1,357226.8,0.0,0.0,0.0,1,False,False,False,True
351,31437.46,1,1726518.92,1757956.38,99732.19,68294.74,0,False,False,False,False
396,36576.05,1,0.0,0.0,0.0,0.0,0,False,False,True,False
564,3968964.4,2,57609.835,0.0,419593.77,4388558.17,1,True,False,False,False
256,10339516.78897634,2,12175.0,0.0,1773668.9,1976786.43,0,False,False,False,True
4,86070.17,1,86070.17,0.0,0.0,0.0,1,False,False,False,True
373,36528.25,1,0.0,0.0,395775.49,432303.74,0,True,False,False,False
354,12488.91,1,170778.36,158289.45,0.0,0.0,0,False,False,True,False
134,277372.17,1,35236.0,0.0,0.0,277372.17,0,False,False,False,True
182,18324.96,1,11208.0,0.0,0.0,0.0,0,False,False,True,False
118,1812161.42,1,1812161.42,0.0,0.0,0.0,1,False,False,False,True
328,474467.2,1,474467.2,0.0,121181.01,295538.25,1,True,False,False,False
349,14279.89,1,14279.89,0.0,0.0,0.0,1,False,False,False,True
281,254157.5,1,11292156.91,11546314.41,384433.39,130275.89,0,False,False,False,False
132,324859.27,1,0.0,0.0,1403124.94,1727984.21,0,False,False,False,True
249,10000000.0,2,11306690.61,1306690.61,0.0,0.0,1,False,False,False,True
551,813992.49,1,813992.49,0.0,0.0,25608617.69,1,True,False,False,False
206,32372.07,1,116617.0,148989.07,134117.42,101745.36,0,False,False,False,False
14,1561891.66,1,1561891.66,0.0,0.0,0.0,1,False,False,False,True
227,4606.2,1,266382.18,0.0,0.0,0.0,0,False,False,True,False
528,5965.32,1,4764.0,0.0,0.0,0.0,0,False,False,True,False
250,108895.81,1,0.0,0.0,5629147.67,5738043.48,0,True,False,False,False
330,71920.85,1,15509.0,0.0,0.0,71920.85,0,True,False,False,False
327,9109.02,1,105389.29,96280.27,0.0,0.0,0,False,False,True,False
185,165676.07,1,9981.0,0.0,0.0,165676.07,0,True,False,False,False
235,19446.2,1,119481.49,100035.28,0.0,0.0,0,False,False,True,False
613,1892137.66,1,1892137.66,0.0,200578.99,2092716.65,1,True,False,False,False
185,131597.73,1,131597.73,0.0,0.0,0.0,1,False,False,False,True
159,126522.02,1,16097.0,0.0,580163.18,453641.16,0,False,False,False,False
43,87016.31,1,8185.0,0.0,438543.58,525559.89,0,True,False,False,False
206,28018.28,1,25865037.3,25893055.59,248160.02,220141.73,0,False,False,False,False
715,329424.14,1,329424.14,0.0,45841.92,375266.06,1,True,False,False,False
392,542393.87,1,542393.87,0.0,0.0,542393.87,1,True,False,False,False
167,17516.27,1,87939.0,70422.73,0.0,0.0,0,False,False,True,False
284,137833.63,1,11533454.55,11671288.18,906321.08,768487.45,0,False,False,False,False
690,343429.34,1,343429.34,0.0,111504.02,454933.37,1,True,False,False,False
519,105491.11,1,105491.11,0.0,0.0,0.0,1,False,False,False,True
68,3512572.72,2,57609.835,0.0,111846.62,3624419.34,1,True,False,False,False
205,13264.18,1,485421.48,472157.3,0.0,0.0,0,False,False,True,False
302,346363.27,1,40.0,0.0,0.0,346363.27,0,False,False,False,True
13,409442.67,1,5061.0,414503.67,0.0,0.0,0,False,False,False,False
355,90416.84,1,0.0,0.0,585566.1,675982.94,0,True,False,False,False
384,2374412.42,1,2374412.42,0.0,44425.75,2418838.17,1,True,False,False,False
155,2723017.17,1,2723017.17,0.0,11672.12,2734689.29,1,True,False,False,False
297,5591647.96,2,5591647.96,0.0,952338.2,6543986.15,1,True,False,False,False
14,5625.29,1,106464.14,100838.85,0.0,156735.255,0,False,False,True,False
354,521184.26,1,4887257.78,5408442.04,6961739.06,6440554.81,0,False,False,False,False
635,438394.67,1,438394.67,0.0,0.0,156735.255,1,True,False,False,False
625,2654302.46,1,2654302.46,0.0,0.0,0.0,1,False,False,False,True
20,214189.54,1,0.0,0.0,412467.98,1101628.22,0,True,False,False,False
137,81168.05,1,0.0,0.0,1580177.72,1661345.77,0,True,False,False,False
